Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit 
260.0,330.0,118.0,5.0,5.0,4.577952899692835,9.360124530030626,0.0,0.904384587134802
124.0,309.0,108.0,4.0,3.5315472458558816,3.661917150169199,8.140988537189891,0.0,0.6327498106732948
462.0,300.0,100.0,4.0,2.325682068432789,2.045538182719279,7.931493077250109,1.0,0.6618892068860605
426.0,321.0,111.0,5.0,3.96455773377073,5.0,9.77870856060384,0.0,0.938472750382494
129.0,326.0,110.0,4.0,3.520611836447245,2.95627840105819,9.085240307304568,0.0,0.855911457891079
75.0,314.0,106.0,3.0,3.0,5.0,8.9,0.0,0.74
29.0,294.0,93.0,1.0,1.889445251444706,1.9405501580352524,7.173909034429402,1.0,0.4411446307549564
52.0,312.0,99.0,3.0,1.6627276641671842,3.397418728762254,7.828944312820072,1.0,0.5701606674457113
333.0,307.0,107.0,4.0,3.44780375379408,2.6097805333142974,8.158495303495314,1.0,0.7626969308492738
313.0,312.0,106.0,4.0,4.455903301961697,4.480231443958128,8.922401091114548,0.0,0.8065423138717897
174.0,322.0,113.0,3.0,4.022265968697949,4.42288230222731,9.186484253978328,1.0,0.8701130838433841
433.0,322.0,112.0,5.0,4.565231396193327,3.991202766651677,9.046491266464294,0.0,0.8659001047666669
287.0,336.0,119.0,5.0,4.517141650672012,3.98500767078691,9.3145074227883,1.0,0.929042586781192
486.0,311.0,100.0,2.0,2.556381288664165,3.605129774714245,8.22072003049647,0.0,0.6747656942414607
474.0,315.0,100.0,3.0,4.130699951825771,3.5305445932347985,8.131650323126404,0.0,0.650692204018967
206.0,295.0,99.0,2.0,2.44461769390712,3.082460960997518,7.667812589933632,1.0,0.5956884235580531
498.0,328.0,119.0,5.0,4.61652560624882,5.0,9.626714179909824,0.0,0.949715351338456
127.0,323.0,113.0,3.0,4.0085273228159926,3.001918717158844,9.227381967458223,1.0,0.8469051104174895
8.0,307.0,99.0,2.0,2.9591321325048288,4.102054795196193,7.866464569430117,0.0,0.6567805836312718
247.0,316.0,103.0,2.0,3.1334283117089563,3.685253233121857,8.780171475934594,1.0,0.7173336889149207
82.0,340.0,119.0,3.0,4.967166633741528,5.0,9.540096211827793,1.0,0.9363118195840656
83.0,319.0,109.0,4.0,5.0,4.6739129915008295,9.131749654499163,1.0,0.9153402283240748
116.0,310.0,106.0,4.0,4.5,4.5,9.04,1.0,0.66
165.0,327.0,111.0,5.0,4.544523055584739,3.998849224507764,8.950927806736244,0.0,0.8129515602780313
101.0,323.0,104.0,4.0,3.4699251230337858,3.613483611500201,8.348208931740496,0.0,0.6949709437166058
319.0,325.0,111.0,2.0,2.4717229200501465,1.9284933218192408,8.786966431785704,1.0,0.7412968316856798
170.0,311.0,99.0,2.0,2.5,3.0,7.98,0.0,0.65
132.0,302.0,104.0,5.0,5.0,4.514203703730954,8.793818301466846,1.0,0.7345570653466971
333.0,308.0,105.0,3.0,3.649279316542081,2.4134455783636,8.169144645830112,0.0,0.7538526902743526
54.0,324.0,114.0,4.0,3.862681144581997,2.5734702346720595,7.98135988876164,0.0,0.7137274755191212
152.0,330.0,115.0,4.0,4.957000340063484,5.0,9.399740987108286,0.0,0.9486798480570808
395.0,328.0,110.0,5.0,4.548917887456863,3.944488811207737,9.209733229084309,1.0,0.8689923349879051
457.0,299.0,101.0,2.0,1.923568411010465,1.8393464420574075,8.030575571351912,0.0,0.5516134331087278
275.0,314.0,100.0,1.0,2.0202949160094223,2.556705303438519,7.950137348075604,1.0,0.5942273654360617
277.0,328.0,114.0,4.0,5.0,4.379932001480818,9.340905588649624,1.0,0.93321339394191
303.0,322.0,104.0,3.0,2.9240208908973013,2.8526138685747293,8.521647397074554,1.0,0.6391500477186487
227.0,306.0,109.0,2.0,3.4461179598751768,4.113559648371849,8.536227312945837,1.0,0.6412324401937057
93.0,297.0,98.0,2.0,3.979261545552658,3.044431469913988,8.06475482922771,0.0,0.3834695259210979
255.0,319.0,112.0,3.0,4.036590418133414,4.85937595566126,9.204281267298224,1.0,0.8581461422192381
222.0,317.0,109.0,4.0,3.4572972935758512,3.779270614147382,8.445267111570432,1.0,0.7663981770202798
102.0,312.0,105.0,1.0,2.6127099354690944,2.9792244277502404,8.349155570080843,0.0,0.6348741547080864
207.0,315.0,98.0,2.0,3.3349185420857266,2.9953252302754145,7.839392617237073,0.0,0.6470673324279708
259.0,326.0,102.0,3.0,5.0,4.88733707529049,8.687759597435063,1.0,0.7631215963319672
454.0,319.0,102.0,3.0,2.5638439448965924,4.04915236360407,8.749472160378735,1.0,0.7391568748562594
382.0,320.0,104.0,2.0,3.1386016888429324,3.428045747399807,8.559078293035869,0.0,0.7114755641422306
223.0,324.0,113.0,4.0,4.483630021862478,3.9143755456080966,8.843896464612751,1.0,0.7281627688673764
181.0,300.0,104.0,4.0,3.591277335080896,3.23002057954925,8.22204704604004,0.0,0.7099828791616876
3.0,316.0,103.0,3.0,2.945737225778001,3.291932538139761,7.897968086624664,1.0,0.7376732529731043
409.0,295.0,101.0,3.0,1.953992258412055,3.8078164573352935,7.615660885039671,0.0,0.5331362366214063
166.0,322.0,109.0,5.0,4.490470101085827,3.974831437178315,8.990392239087662,0.0,0.7691890800356318
376.0,304.0,101.0,2.0,2.0,2.5,7.66,0.0,0.38
207.0,315.0,97.0,3.0,3.519697963912251,3.135123997336645,7.967295667048952,0.0,0.6477502996872743
408.0,297.0,99.0,4.0,2.494264091957049,3.9934642957773705,8.173198574372556,1.0,0.5361667441641201
392.0,318.0,106.0,3.0,2.0,3.0,8.65,0.0,0.71
257.0,308.0,98.0,3.0,3.851264064759632,4.170491594011286,8.716865062305688,1.0,0.7434702351986902
498.0,330.0,120.0,5.0,4.543859083618601,4.872897423083303,9.515359384919226,1.0,0.9374164506868312
465.0,298.0,97.0,2.0,2.0,3.0,7.21,0.0,0.45
424.0,334.0,118.0,5.0,4.398451233390826,5.0,9.560973174453208,0.0,0.949674636351525
411.0,300.0,97.0,1.0,2.956939872747838,3.961095511668789,7.550601142955568,0.0,0.5675798342649161
12.0,325.0,110.0,4.0,3.8670687389731486,4.441389274050264,9.024224695304092,0.0,0.8319177447282649
20.0,304.0,102.0,2.0,3.4301874169273066,2.9743964620626238,8.427253942038273,0.0,0.6344352991744115
427.0,313.0,104.0,2.0,3.0286930657388287,5.0,8.444000426940974,1.0,0.7046964839314778
26.0,340.0,120.0,5.0,4.5,4.5,9.6,1.0,0.94
468.0,317.0,101.0,5.0,3.2547931554751086,5.0,8.874395100747986,1.0,0.778983594627044
75.0,313.0,105.0,4.0,2.9915283433608866,4.896712857548194,8.842168318963015,1.0,0.7224990975316581
348.0,298.0,94.0,1.0,0.9459350127805678,0.9736455054502507,7.396674692699032,1.0,0.4036871405217556
151.0,334.0,114.0,4.0,4.0176693599273925,3.938885945333888,9.343567998708236,1.0,0.9324070988730104
23.0,328.0,114.0,4.0,4.883191251224324,5.0,9.499268348623245,0.0,0.9321919779226928
377.0,296.0,95.0,2.0,2.5863772335755,1.936132776720107,7.516714275905856,0.0,0.328491513129686
204.0,334.0,120.0,5.0,3.9840128071225305,4.876452037240004,10.0,1.0,0.9598775662130742
123.0,310.0,106.0,3.0,1.4702391009781175,2.714409843846162,8.330566804163665,1.0,0.5774166489787411
112.0,322.0,108.0,3.0,3.963341385640791,4.174998741301147,8.700279762072336,0.0,0.7167429802901552
405.0,311.0,101.0,3.0,2.0,2.5,7.64,1.0,0.62
7.0,321.0,109.0,4.0,3.025055424526428,4.020248417739175,8.202716751269488,0.0,0.7526222895358986
172.0,333.0,115.0,5.0,3.932747856057329,4.4883207718539255,9.158871784513549,0.0,0.8580550142241796
144.0,340.0,120.0,3.0,4.377333197238439,4.1600699975315685,9.855548525883286,1.0,0.950118364545648
35.0,329.0,113.0,4.0,4.003470161763453,4.953756492912598,9.79339743115625,0.0,0.9435706484625532
419.0,309.0,111.0,1.0,2.6588630049554998,3.912197978034395,8.059994945504048,0.0,0.5829751482485326
20.0,302.0,102.0,2.0,3.5580714533574485,2.959216964877939,8.536617258963428,0.0,0.6221748837436183
365.0,313.0,100.0,4.0,3.5846670618376306,3.9218823025439113,8.904945581864867,1.0,0.7408187646357776
113.0,298.0,106.0,2.0,3.227259609034306,3.4200844911038017,8.448879417902342,1.0,0.6170881046629751
348.0,298.0,95.0,2.0,1.1420197419853335,1.1063099018315408,7.134203357778912,1.0,0.4587736386712466
119.0,296.0,98.0,3.0,2.9989231889364647,3.3496141851092176,7.206541893316027,0.0,0.4231709859635318
293.0,303.0,98.0,3.0,1.122173833390793,1.8151213287540524,7.910010138754501,1.0,0.5417426600113578
6.0,329.0,114.0,4.0,4.7400641004416855,2.9794890085862704,9.321773024214954,1.0,0.9211259414250764
228.0,311.0,109.0,1.0,3.546863718431964,3.0686467594144005,8.501902581758221,0.0,0.6249285241342565
297.0,309.0,106.0,4.0,3.475392044269681,3.4478974781652507,8.919914737348009,1.0,0.7587310243625831
245.0,314.0,106.0,3.0,2.4759742495451347,3.917695833342065,8.591693909322949,0.0,0.6022311368796834
358.0,302.0,104.0,2.0,3.387814602304966,3.5216248736220765,7.984878095786842,1.0,0.6981440809780499
167.0,301.0,100.0,4.0,3.4973812891416745,5.0,8.328915176887854,0.0,0.6127124144879879
304.0,323.0,107.0,3.0,3.5,3.5,8.55,1.0,0.73
460.0,329.0,111.0,3.0,4.059223875626132,3.4155349804123,9.22592959550336,1.0,0.8930557153625182
388.0,305.0,105.0,1.0,2.0207861068249087,3.4870027036850706,8.159374490001612,1.0,0.508359919421356
451.0,318.0,112.0,4.0,3.037231510002598,4.414717711156759,8.926711650003442,1.0,0.8355593411927271
458.0,294.0,99.0,1.0,1.946865629169503,1.485877149446843,7.432323176261394,1.0,0.3484975816333524
30.0,310.0,100.0,2.0,1.604430376441066,1.9067041508705185,7.25654958329974,0.0,0.5538925747815882
397.0,324.0,106.0,4.0,2.941199171528486,3.6726977682480495,9.107220556031468,1.0,0.877292842161689
349.0,301.0,97.0,2.0,2.058618801085988,2.032094911426021,7.315960858008561,1.0,0.5530929585407124
151.0,334.0,113.0,4.0,3.831930480274603,3.983903831751696,9.425611241262354,1.0,0.9326984592272644
99.0,331.0,119.0,4.0,4.963366553298537,4.402082614809757,9.400206772703758,1.0,0.8904166494670968
321.0,317.0,106.0,3.0,4.0,3.5,8.5,1.0,0.75
14.0,308.0,106.0,4.0,3.817132236860388,2.986052242282449,8.036896927160493,1.0,0.6357084503842366
137.0,312.0,103.0,3.0,5.0,4.0,8.45,0.0,0.76
121.0,335.0,118.0,4.0,4.946756243734574,5.0,9.473146609569282,1.0,0.941678934177438
371.0,308.0,104.0,1.0,2.458783044144876,2.4725273413403066,8.2645602708118,0.0,0.738158131071258
280.0,303.0,101.0,2.0,3.042381917242972,4.0005134900198085,8.654220393104774,1.0,0.6806630488166056
237.0,325.0,110.0,5.0,3.8057982518337736,4.399096155885556,9.112109846855866,1.0,0.8767877944800962
14.0,307.0,108.0,2.0,4.051544289648598,3.169534052777345,8.058775607856496,1.0,0.6409209790270339
48.0,339.0,118.0,4.0,4.5348917236223,4.01092497358485,9.66986748951992,1.0,0.8868343293402483
225.0,304.0,105.0,3.0,2.94517668285531,1.9042256994848188,8.02258423741676,1.0,0.7066026027297231
397.0,323.0,106.0,3.0,2.9666947845257754,3.4933796310420524,8.94054082396889,0.0,0.8774339574483015
102.0,311.0,106.0,1.0,2.551450125301116,3.032361357003427,8.207689621261558,1.0,0.6394459463347225
486.0,310.0,103.0,3.0,2.463230029907809,3.4272520567180607,8.305282978354901,0.0,0.7052235414043362
303.0,323.0,105.0,1.0,2.869307633494851,3.0242383502184813,8.409564997294057,0.0,0.637469193881878
212.0,326.0,111.0,5.0,5.0,4.217796385458578,9.16179751762957,0.0,0.8531788091720378
85.0,340.0,115.0,5.0,4.437181459499336,4.365347451687542,9.53593407074117,0.0,0.951225732187268
320.0,327.0,114.0,3.0,3.5795852940120483,3.1605105041432435,8.674408837547178,1.0,0.7908962660134067
500.0,327.0,113.0,4.0,4.5,4.5,9.04,0.0,0.84
322.0,321.0,104.0,4.0,3.950840289715265,3.980099057982748,8.393275515436956,0.0,0.713082133600409
123.0,310.0,105.0,5.0,1.624413303895786,2.4827190359016265,8.01793865483009,1.0,0.5661847300332289
372.0,324.0,110.0,3.0,3.4676804637349194,3.0353446703423184,9.18163922202102,0.0,0.8881008419662363
441.0,305.0,104.0,3.0,2.4410375168368006,1.6417630841032391,7.828346848762881,0.0,0.5756460290370219
211.0,324.0,109.0,4.0,4.542631977604359,4.1141394624298,8.979040422700411,1.0,0.8088470898603809
302.0,318.0,108.0,3.0,2.3817109383476565,2.89767019593152,9.03672708635628,0.0,0.6622043688840187
385.0,339.0,113.0,3.0,5.0,4.864012744451493,9.764311892643102,0.0,0.9478041255430164
201.0,317.0,102.0,2.0,2.5228336765552486,2.9687437016938807,8.48896620972082,1.0,0.7518858895389388
153.0,323.0,113.0,4.0,4.9903624173883,4.931287648021218,9.095255293296445,0.0,0.8706087406065608
240.0,299.0,100.0,2.0,1.5786144245959968,2.000852774864794,7.794463988508575,1.0,0.5799058787738218
13.0,329.0,110.0,5.0,4.101993451031114,4.425793035761877,9.17826788369544,0.0,0.7368174266776752
369.0,299.0,90.0,2.0,1.8299181767450996,1.9225564181391497,8.116790990342073,1.0,0.4849954917516505
332.0,311.0,105.0,3.0,2.969614478848189,1.9251918236026309,7.892233922895093,0.0,0.7348089182094392
30.0,310.0,99.0,3.0,1.4725360829546836,1.9800619970917,7.3133336473474815,1.0,0.5200634489045523
234.0,304.0,100.0,1.0,2.5483720030238954,3.4314831145475138,8.19605170668377,0.0,0.6190557108808797
170.0,309.0,98.0,3.0,2.404959937741649,3.049277078583998,7.994141618227512,1.0,0.6338729483977634
370.0,302.0,97.0,1.0,2.010634042239006,2.981853682435147,8.120614259923432,1.0,0.6661225339611826
81.0,310.0,104.0,3.0,2.2211717225208347,3.150839121667387,7.817812744531387,0.0,0.5402378286158599
451.0,320.0,111.0,5.0,3.137506509916427,4.772776011859964,8.759616987572244,1.0,0.8142928218879228
477.0,303.0,103.0,4.0,2.5179540262896074,2.100545478133213,8.213110133292174,1.0,0.6108638910845702
7.0,321.0,110.0,2.0,3.0258795022373017,3.925725815783845,8.348534349104058,0.0,0.773102301504782
403.0,324.0,108.0,3.0,3.56370603299161,3.0282561236001886,8.91825827243397,0.0,0.7349731130284046
111.0,305.0,109.0,5.0,2.9963116547494297,3.025925787669631,8.389003182998827,1.0,0.6276184533668422
339.0,323.0,108.0,4.0,4.036406766944598,3.9264421426298655,8.829245779817354,1.0,0.7748852342361573
300.0,307.0,112.0,3.0,2.848505749006855,3.541473603813351,8.673665783100233,0.0,0.7254803491038867
366.0,329.0,114.0,3.0,4.530108476131075,3.132994628196088,9.069526802371549,0.0,0.8898953303370218
410.0,298.0,97.0,1.0,2.06880384594342,2.3356963617446347,8.000901130505946,0.0,0.6059944903318546
434.0,315.0,112.0,5.0,4.235414393083398,5.0,8.51156662806129,0.0,0.7024773170118243
254.0,335.0,115.0,4.0,4.5,4.5,9.68,1.0,0.93
353.0,302.0,100.0,3.0,2.9804996362525262,3.4196961693063788,7.98099427480355,0.0,0.6420571580604287
263.0,308.0,102.0,2.0,2.6981860687591057,3.874999894586904,8.327524563084848,1.0,0.7221254897131434
74.0,313.0,107.0,3.0,4.379976859275123,3.988176752034797,8.881787386680754,1.0,0.849676574051781
114.0,319.0,107.0,2.0,3.821268346251125,3.5486530929503246,8.564797974003834,1.0,0.7605837706049057
217.0,323.0,112.0,5.0,4.381592892020961,4.525055895975778,9.311908241544767,1.0,0.8571991752574949
439.0,318.0,111.0,1.0,2.6123023914369123,3.5010618413726715,8.679467156700762,0.0,0.6769500987888311
368.0,309.0,96.0,1.0,1.1701281741670035,2.4920463596220577,7.500607402932071,1.0,0.5782459015908514
27.0,321.0,107.0,4.0,4.268514664903481,3.569333495084745,8.834558628354893,1.0,0.7661422072507541
234.0,305.0,99.0,2.0,2.6940257898112163,3.5876849669034603,8.121249424343732,0.0,0.6534627060792363
158.0,308.0,103.0,2.0,2.209553467475115,2.500762400384545,8.032716638442981,1.0,0.6237562302223306
406.0,301.0,99.0,4.0,2.4566317454802813,2.912830828385975,7.448440677836861,0.0,0.5205419257935089
56.0,318.0,103.0,2.0,2.987602995987959,3.0371062679794143,7.499103584686278,0.0,0.6466335193545729
252.0,317.0,98.0,2.0,2.529386056324132,3.154038852568466,9.00256803067383,0.0,0.7290557272307523
223.0,323.0,111.0,3.0,4.465990059953383,3.97204612277126,8.93696154860039,0.0,0.7582374720862576
305.0,314.0,105.0,1.0,2.42093516712874,2.003459613742263,8.528796580826933,0.0,0.6302130331822229
18.0,320.0,107.0,3.0,4.095259693974646,3.0654227276428188,8.144377954552454,0.0,0.637933129019367
110.0,302.0,102.0,4.0,5.0,4.002968241767379,8.491346453654677,1.0,0.7092081269911028
94.0,302.0,97.0,3.0,3.2014483503384623,3.0168440097528237,8.0103426067403,0.0,0.4531603853515858
99.0,331.0,120.0,4.0,4.944760279929469,4.419115325284589,9.297909132026128,1.0,0.885140885338502
162.0,297.0,98.0,1.0,1.7220964975663011,3.0373654669644243,7.356843565196882,1.0,0.5386448416611426
7.0,320.0,108.0,4.0,2.805108689670776,3.816680821944173,8.19701394757814,1.0,0.7464595754154602
489.0,320.0,112.0,3.0,3.169129655789606,3.973182646965088,8.510188522386109,0.0,0.7717378103439869
87.0,315.0,106.0,3.0,4.3671929968626575,3.617808638473413,8.488499972280971,0.0,0.7127591406255118
123.0,308.0,105.0,3.0,1.4540172256600503,2.4788808934543143,8.195298850579453,0.0,0.5733591593695551
273.0,292.0,96.0,1.0,1.5534252641073645,1.4870308408379684,7.645584496256596,0.0,0.4897953956400313
493.0,297.0,100.0,4.0,2.4725218011957564,4.481825742720534,7.939473663314475,0.0,0.5244934941974422
236.0,325.0,110.0,5.0,4.544540228714978,3.900606889221501,9.093842961889209,1.0,0.9374806306699328
333.0,306.0,104.0,4.0,3.5344845468374864,2.3760638089536315,8.194835709709167,0.0,0.7300989232951182
292.0,300.0,100.0,3.0,1.5237639994160144,1.9420931613691337,7.881881893246574,1.0,0.5669058962066933
461.0,320.0,105.0,4.0,4.117258890508588,4.544708756589155,8.755355141181596,0.0,0.7860077014994566
372.0,324.0,107.0,3.0,3.498063396491456,3.0387271918688654,9.23786041068549,0.0,0.8918095197765781
22.0,324.0,114.0,4.0,2.934439746296387,1.9182116952737849,8.315394164046358,1.0,0.7224970590610993
95.0,302.0,99.0,4.0,2.171734340324043,2.566829448786507,7.586759714986246,0.0,0.3363697450476179
494.0,300.0,95.0,3.0,3.0777947590168053,1.502986314031128,8.162388298196147,1.0,0.6292218902872457
263.0,308.0,103.0,3.0,2.545483348768262,3.987335141009306,8.466824869828523,1.0,0.6746466533972657
407.0,321.0,100.0,4.0,3.1082752281901103,2.658983101301258,8.181815358754395,1.0,0.5814290793638605
154.0,322.0,105.0,2.0,2.7458025575854608,3.920283908317788,8.789400439419994,0.0,0.7725155853902179
276.0,322.0,108.0,4.0,3.634330713757029,3.1231963818925528,8.95182327613649,0.0,0.794665283586591
80.0,294.0,92.0,2.0,1.5450404046091748,2.0308769989730937,7.445016014215657,1.0,0.4717566634748606
69.0,318.0,108.0,2.0,3.631391603632994,3.881972734341837,9.184922001451492,1.0,0.6955099847352842
169.0,292.0,98.0,3.0,2.0039743733406143,3.966127901761872,7.8808510008477,0.0,0.6470449671128757
355.0,296.0,97.0,1.0,2.431828984683324,2.948308130156888,7.868554879232235,0.0,0.608950189647357
246.0,327.0,110.0,3.0,4.191476200699078,2.5579167192413954,9.253332431627603,1.0,0.8412970783363656
365.0,311.0,102.0,3.0,3.4048536865983343,3.842487415838358,8.965765047256314,1.0,0.8005029945888851
284.0,320.0,110.0,2.0,2.391611267044836,3.1288963957558016,8.822752540704187,1.0,0.8004864494819455
113.0,301.0,108.0,4.0,3.6119846659250583,3.604359529342812,8.394287175599258,0.0,0.6476489396450287
191.0,323.0,112.0,5.0,4.46530075552234,4.179286568946964,9.093883648390898,1.0,0.9006016303837722
9.0,301.0,101.0,1.0,1.912193577577988,1.4291020762802946,7.877014062513354,1.0,0.5167848975766579
488.0,326.0,116.0,5.0,3.383722895934871,4.124581286923324,9.120152614651294,0.0,0.7479412176077275
380.0,309.0,100.0,1.0,2.4422038820995007,2.853425912467895,8.477622289975868,1.0,0.696573665240036
148.0,326.0,115.0,4.0,2.864248978985153,2.96323250014407,9.13393905924806,0.0,0.8239003336450349
437.0,310.0,110.0,1.0,1.5,4.0,7.23,1.0,0.58
87.0,315.0,106.0,3.0,4.5,3.5,8.42,0.0,0.72
34.0,340.0,116.0,5.0,3.856882275468367,3.9444056193195616,9.61440046508037,0.0,0.8975249572414975
492.0,297.0,98.0,5.0,3.061243177546277,3.3820905611743406,7.843328698505709,1.0,0.5500018265052441
238.0,328.0,115.0,4.0,4.625500086156205,5.0,9.154812921935454,1.0,0.8876938848835044
24.0,333.0,119.0,4.0,4.8998590586755615,4.610464384457144,9.576730421326674,0.0,1.0
321.0,317.0,106.0,3.0,4.106696974019556,3.3177882754968904,8.602650246015049,1.0,0.738913947573846
397.0,325.0,107.0,4.0,3.068690830604265,3.458574163891411,9.037043826670264,1.0,0.8390265166078203
40.0,305.0,107.0,1.0,4.09437897968683,3.344551505315882,7.674218819174745,0.0,0.454185464648243
427.0,312.0,106.0,3.0,2.9434882788510586,5.0,8.644214671453577,0.0,0.6948988764113263
19.0,317.0,109.0,2.0,3.847433867462344,2.8415535650251216,8.782189540412142,0.0,0.6330016906812266
312.0,328.0,108.0,3.0,4.390461065186598,3.962045560914026,9.170692655514909,1.0,0.8371452460011655
320.0,325.0,113.0,5.0,3.466709258484789,2.950826100431316,8.651025201645798,1.0,0.8085437372243511
500.0,327.0,113.0,5.0,4.51254068677312,4.6128834669867205,9.087755947930669,1.0,0.8591960037232893
51.0,311.0,97.0,3.0,2.361183287274499,4.451869517246205,8.304396392176722,1.0,0.7492399631691756
339.0,323.0,108.0,5.0,3.90423980981592,3.974209371346404,8.667056746113227,1.0,0.8002919381918889
24.0,333.0,118.0,4.0,4.955277270615627,4.501065962536974,9.756062825857354,0.0,0.939778337755458
454.0,318.0,101.0,4.0,2.4918127133371764,4.158095216926602,8.608839222491273,0.0,0.7267016406105467
310.0,308.0,110.0,3.0,3.3098547539732737,3.039429884858134,8.712576391944141,1.0,0.6927569039492778
317.0,298.0,101.0,3.0,1.52768105246595,1.8960667876479016,7.794031625472402,1.0,0.515629296800419
56.0,319.0,102.0,2.0,3.0465105502926098,3.065584693533153,7.509886885585959,1.0,0.6421874841459717
409.0,297.0,100.0,4.0,1.9002530917312013,3.964988779661115,7.6834001426893375,0.0,0.6009858416491218
219.0,323.0,108.0,5.0,3.02444824749591,3.475304753333894,8.830099155349398,0.0,0.8711071564138854
214.0,330.0,117.0,4.0,4.980912235748273,4.622399181824142,9.898155235652013,0.0,0.9736412588320926
282.0,316.0,108.0,2.0,3.979573418148735,4.543162703923392,9.013487642599475,0.0,0.8091200632671294
129.0,326.0,112.0,4.0,3.739912982418671,3.064301764798555,9.26191087163769,0.0,0.8336998200882141
118.0,291.0,102.0,5.0,1.9880518914643792,2.679451408098133,7.594301022069673,0.0,0.4504727885972381
377.0,297.0,95.0,1.0,2.5740141474130565,2.1664332832789195,7.352093429686851,1.0,0.3617829811227682
45.0,323.0,112.0,4.0,4.428507440148507,4.153789507727553,9.401959577778603,1.0,0.8692426337679542
43.0,313.0,106.0,3.0,2.5924917434380927,1.820390915627506,8.399647561875614,0.0,0.5231742835687471
76.0,329.0,113.0,3.0,1.9667714315560885,3.974515594342791,8.253957520316433,1.0,0.7330111915532347
147.0,316.0,103.0,4.0,1.904284851979969,2.439273974231761,8.419404401016383,1.0,0.7270660234869513
191.0,323.0,110.0,4.0,4.55039601773646,4.060979945758638,9.36096746396753,1.0,0.9027725996367364
398.0,328.0,115.0,4.0,5.0,4.462724999787932,9.333553822624868,0.0,0.914001179247802
133.0,308.0,104.0,4.0,3.5138521936779226,3.5736880527392767,8.682297295172903,0.0,0.6990665691193757
461.0,318.0,105.0,4.0,4.042975831351644,4.64575096839199,8.63233284087741,0.0,0.7880450530141834
110.0,306.0,103.0,4.0,4.920182554166803,4.079749926028304,8.640157569581644,1.0,0.6601344762757911
436.0,310.0,103.0,1.0,2.628164529587361,4.005805803819787,7.73087705335904,0.0,0.5680882843669396
436.0,308.0,104.0,3.0,2.505416975100531,4.1389818101374765,7.6699326646883375,0.0,0.55311428890099
325.0,315.0,102.0,3.0,3.165875861959317,2.648614772076196,8.312245591577057,0.0,0.6597097850350272
167.0,302.0,100.0,4.0,3.252435318382268,4.983730063602264,8.267261627543967,0.0,0.6602292608042993
65.0,324.0,110.0,2.0,2.981594617840064,3.683587702900647,8.756090837910948,0.0,0.5257517551677338
82.0,340.0,118.0,5.0,4.784265603193781,5.0,9.535139051279074,1.0,0.9651309938431208
247.0,316.0,105.0,3.0,3.0,3.5,8.73,0.0,0.72
374.0,321.0,109.0,3.0,3.064591312581743,2.8476934028254144,8.506373061526388,0.0,0.7968444570693441
398.0,330.0,113.0,4.0,5.0,4.595232774883701,9.489778421666918,1.0,0.9282066170893394
228.0,311.0,111.0,3.0,3.4063878984724547,2.9418476586320144,8.363317689975805,1.0,0.6333420793547333
166.0,321.0,108.0,5.0,4.54920865577888,3.985544277980851,9.097460200885774,0.0,0.7947923660448784
400.0,333.0,116.0,5.0,4.982326343804104,3.946326674084576,9.693618562923367,0.0,0.9380665248583157
185.0,315.0,105.0,1.0,2.653412005477206,3.955291088360162,8.210546176440841,1.0,0.7044338106208945
496.0,332.0,108.0,5.0,4.3646619085494365,3.9027641791103114,9.036154899025744,1.0,0.8600940314044068
78.0,301.0,97.0,3.0,2.959224327517661,1.70848622092922,8.106603357202246,1.0,0.6246342396333745
478.0,308.0,104.0,4.0,3.527161841076925,2.0299082496266334,8.281689245764207,1.0,0.6351771146784468
163.0,317.0,109.0,2.0,3.0177762935158348,3.055405030219684,8.368920968532136,1.0,0.6665750909377581
354.0,301.0,102.0,2.0,3.7370165769168704,2.3435218586391366,8.294072222263642,0.0,0.6493710161551725
216.0,329.0,116.0,5.0,5.0,4.665013948181145,9.56035582343846,0.0,0.9552707774700956
305.0,313.0,106.0,2.0,2.5,2.0,8.43,0.0,0.62
479.0,317.0,103.0,4.0,3.906975747966376,4.53014379239607,8.454781127917375,1.0,0.675778344512725
235.0,330.0,113.0,5.0,5.0,4.0182273005963,9.498018071618551,0.0,0.8861801101693185
423.0,322.0,113.0,3.0,3.381851684827333,2.568302638607591,8.946293274448907,0.0,0.6969003446342132
227.0,306.0,109.0,1.0,3.5472647106663056,4.016648308922432,8.391873891049784,0.0,0.6231956204354074
318.0,299.0,98.0,2.0,0.8276246781734049,2.471654017171552,7.967525303736556,0.0,0.6129274845832124
8.0,308.0,101.0,2.0,3.0,4.0,7.9,0.0,0.68
299.0,330.0,112.0,3.0,4.478936772219403,4.601569829659759,9.288977827567042,0.0,0.8589126709736945
62.0,306.0,100.0,3.0,4.116033348318284,3.094090336666455,8.194186196759324,0.0,0.5052252253335411
192.0,322.0,108.0,5.0,4.001172227091251,5.0,8.924299764901916,0.0,0.8551382915011585
451.0,319.0,111.0,4.0,3.118350813152519,4.547051774055277,8.861997273799005,0.0,0.8206012778357246
172.0,333.0,119.0,5.0,4.035611516947307,4.271554702617903,9.206837478816023,0.0,0.9011733036782222
83.0,319.0,111.0,5.0,4.836382455459759,4.313337465780071,9.326437537867095,0.0,0.9268958967935697
202.0,313.0,109.0,2.0,3.371256297182176,3.0622904174844114,8.529699933874156,0.0,0.7398540651803478
